"","cases_19under","pop_19under","temp_mean","precip_mean","X_COORD","Y_COORD","tempxprecip","log_pop_19under"
"129",1,2180,21.7898716926575,147.24979019165,1216309.20260853,1482946.25460645,3208.55403504679,7.68708015578313
"130",6,3852,21.1735150954303,131.602569580078,1148909.33553885,1444042.90481475,2786.4889936012,8.25634777291802
"131",0,112,20.7279970169067,151.990849304199,1112640.44513533,1423226.59834292,3150.46587097456,4.71849887129509
"132",0,813,24.6942636701796,137.407389322917,1245224.08536546,1444064.62965375,3393.17430217112,6.70073110954781
"133",1,327,20.0431171417236,162.546733093262,1167465.99076575,1434524.30631397,3257.94321239273,5.78996017089725
"134",0,1441,19.8476590781376,125.594751818427,1155240.86741432,1477727.51048369,2492.76181609544,7.27309259599952
"135",3,4204,20.0964295069377,130.349679311117,1166624.78961907,1458548.44382118,2619.56314152778,8.34379173199684
"136",1,4450,22.4468536376953,114.997434997559,1204295.5533948,1493811.45738633,2581.33059210058,8.40065937516029
"137",0,1346,21.7607724931505,130.441964043511,1138526.49135694,1448511.35826722,2838.51790311057,7.20489251020467
"138",0,712,22.1098692417145,208.200603485107,1215155.85099543,1435703.2057606,4603.28811910177,6.56807791141198
"139",0,2702,22.4428672790527,182.109664916992,1211510.63632712,1452866.21252462,4087.06303996482,7.90174751852014
"140",1,8027,22.0984848870171,188.762759738498,1223427.48853561,1458666.29306919,4171.37099331285,8.99056613813158
"141",2,2120,23.4405682481612,124.372757945959,1203313.74700499,1478574.21071027,2915.36812084427,7.65917136766606
"142",0,6624,22.6755390167236,136.856330871582,1207700.18598721,1471855.94480514,3103.2910703642,8.79845469606509
"143",1,4695,22.7897176742554,121.093542098999,1202174.89147367,1484485.81624375,2759.68763661174,8.45425339164236
"144",2,3663,23.2371070861816,128.616102600098,1209973.94944542,1481883.8657037,2988.66614912579,8.20603776277881
"145",3,9609,22.7050533294678,128.306888580322,1198696.18926171,1475322.82610823,2913.2147477543,9.17045543827727
"146",0,1063,22.0181837948886,157.685351285067,1097940.83258296,1419866.50649402,3471.94504635619,6.96885037834195
"147",0,372,22.9373176574707,127.258332824707,1086814.11133342,1398549.87112257,2918.96480456044,5.91889385427315
"148",0,1747,21.6300228118896,147.906566874186,1106642.20174128,1405259.13830488,3199.22241551693,7.46565531013406
"149",0,721,22.5873282750448,143.729749043783,1086316.27447725,1414062.56425314,3246.47102454172,6.58063913728495
"150",0,3087,23.0260854037303,136.385752120108,1069686.01142073,1406952.5013399,3140.4299761696,8.03495502450216
"151",0,127,22.9488086700439,134.93383026123,1091991.70013287,1396521.69207482,3096.57065378116,4.84418708645859
"152",0,422,23.7471837997437,149.856506347656,1045566.18610894,1387443.65657489,3558.66999982524,6.04500531403601
"153",0,83,25.7599708840094,131.837794169826,1017299.08498289,1385154.0883374,3396.13773922674,4.4188406077966
"154",0,1229,25.8370946248372,129.274831136068,991531.509675699,1385602.92879229,3340.08604467244,7.11395610956603
"155",0,5945,25.053748217496,132.765591361306,1019907.19509608,1437104.05378834,3326.27569791312,8.69030580912488
"156",0,1112,24.9285806020101,130.685500250922,1025254.48257056,1406908.95791607,3257.80402651913,7.01391547481053
"157",0,597,25.4395078931536,118.593357631138,989218.886476211,1423027.48853984,3016.95665753293,6.3919171133926
"158",0,629,25.331075668335,119.844083150228,1012391.80470582,1421059.69098859,3035.77953868065,6.44413125670044
"159",0,801,25.4045548439026,116.655833244324,1010008.07237219,1415862.95466937,2963.58951351658,6.68586094706836
"160",0,7514,25.5598174503871,116.595070975167,999083.063546715,1396338.96470733,2980.14872974021,8.92452322613391
"161",0,9252,25.2978189256456,117.503221299913,1001855.0908929,1411100.25223561,2972.57521562527,9.13259502335133
"162",0,697,25.964916229248,129.735992431641,988216.232852418,1389070.50222449,3368.58417540591,6.54678541076052
"163",0,584,23.6171720944918,148.768998366136,1043073.42134987,1393750.03710484,3513.5030367382,6.36990098282823
"164",0,5574,24.5760756598579,113.155907948812,986261.418202983,1440127.24843913,2780.92815510991,8.62586820804189
"165",0,1854,25.1170936766125,116.412818182082,1003565.94721337,1441388.81844585,2923.95165943782,7.5251007461258
"166",0,7581,25.4884256362915,118.68090057373,1008394.83264616,1396955.2203376,3024.98930872163,8.9334003960563
"167",0,311,25.2630758285522,124.283668518066,1025116.9765313,1415969.26141248,3139.78774202256,5.73979291217923
"168",0,62,23.819431251211,141.220477416339,1048346.24510328,1395458.49723619,3363.79145308168,4.12713438504509
"169",0,2656,24.1909762110029,122.30536869594,952240.238405971,1427241.07338456,2958.68626460143,7.88457651059632
"170",0,1219,24.9830171585083,140.043265533447,1036675.92682388,1433686.47914722,3498.70330575565,7.10578612948127
"171",0,1588,24.9994342803955,137.828999328613,1031123.81422063,1424514.34836539,3445.64701064834,7.37023064180708
"172",0,560,23.785315407647,123.793482462565,989105.645902748,1450804.47478539,2944.46702578313,6.32793678372919
"173",0,94,24.01686668396,148.52522277832,1048978.13314216,1407730.29508523,3567.11047467237,4.54329478227
"174",0,1028,25.4063877105713,122.862966918945,995473.579115743,1418529.22772508,3121.50417281382,6.93537044601511
"175",0,264,23.3900171007429,119.018501281738,995185.348461461,1473127.65973734,2783.84478028465,5.57594910314632
"176",0,558,23.7882342338562,120.157721837362,969263.074275655,1429287.99669787,2858.3400320737,6.32435896238131
"177",0,2280,25.9811954498291,129.773144313267,983221.13241543,1407260.52922585,3371.66142654188,7.73193072194849
"178",0,9551,26.0703601837158,144.85190473284,972534.591234148,1400995.01894175,3776.34132968244,9.16440114003474
"179",0,525,25.5965570347612,122.859329223633,961918.496828211,1380131.45236444,3144.77582772522,6.26339826259162
"180",0,122,26.5017832023201,127.79068152432,968695.776059943,1392870.59916404,3386.68093703426,4.80402104473326
"181",0,1196,25.5510135650635,122.798867797852,993181.622576502,1398168.21461899,3137.63553687734,7.08673793451058
"182",0,4269,24.9936633390539,131.189049664666,1045561.60317072,1447173.32791797,3278.89494108907,8.35913488675796
"183",0,146,25.2112503051758,120.898126602173,1023343.20861128,1397512.20028825,3047.99293119421,4.98360662170834
"184",0,825,25.3128129641215,124.912250518799,1019989.35042757,1391045.37787926,3161.88043430984,6.71538338633468
"185",0,9767,25.9481903076172,133.888864898682,987043.398367476,1396621.26197778,3474.17374646184,9.18676463544748
"186",0,2020,23.5871238284641,120.721455552843,965846.775796203,1452107.63103466,2847.47192087733,7.61085279039525
"187",0,138,24.6359971364339,142.052799479167,1037772.15431718,1412066.42460758,3499.61236119117,4.92725368515721
"188",0,1032,25.1666072845459,129.358484649658,1015614.97398941,1427429.41929247,3255.51418210191,6.93925394604151
"189",0,693,25.0235767364502,118.943048749651,979085.052340953,1427169.98548377,2976.38050765423,6.5410299991899
"190",0,4426,24.0181571960449,125.536517333984,960328.13049557,1404490.99886972,3015.15580717165,8.39525152061099
"191",0,6221,24.7191938824124,127.767740461561,974053.936743586,1415246.49484318,3158.31554838708,8.73568594451502
"192",0,2040,23.961229407269,118.326223622198,995522.159233377,1461827.21583976,2835.24178910729,7.62070508683826
"193",0,2336,23.5762694754252,151.52380185011,1058087.2286652,1429890.59248824,3572.36598435911,7.75619534394812
"194",0,341,23.7278842926025,143.117670694987,1050359.54639307,1401370.6412532,3395.87953047744,5.83188247728352
"195",0,1,24.5736727797382,109.070115131834,948163.308980133,1379428.29029728,2680.25331929806,0
"196",0,710,26.417874432296,113.858919690465,964503.79179934,1386310.22447872,3007.91064337957,6.56526497003536
"197",0,2796,26.474983215332,126.905502319336,966383.583681162,1386611.31962698,3359.8210438377,7.9359451033537
"198",0,2742,26.3309533239276,125.863376992238,968538.096178685,1384679.08652099,3314.10270477452,7.91644286012226
"199",0,3245,24.9947805404663,113.487650299072,955647.235757993,1393276.83606355,2836.5989132785,8.08487062913819
"200",0,3705,26.4951505661011,130.099582672119,970476.525724984,1389885.63500693,3447.00803148471,8.21743853773019
"201",0,4027,26.3701135638492,131.696596657046,967414.789311604,1381599.81371119,3472.85420981873,8.30077696085145
"202",0,269,26.3692191734734,117.795967223379,964998.847258121,1384526.04086562,3106.18767746457,5.59471137960184
"203",0,695,25.582709661098,122.705445322599,962445.623915437,1380948.9500231,3139.1377815238,6.54391184556479
"204",0,1305,25.885857569978,126.481060906058,965237.254872239,1381346.05603494,3274.07072791392,7.17395831975679
"205",0,4145,26.4166059876916,123.386093237179,972426.834743771,1384934.73663407,3259.44180940713,8.3296580675694
"206",0,4503,26.4346837997437,117.800998687744,973068.82534418,1381725.84769062,3114.03215160453,8.41249912030157
"207",0,4590,25.3618087768555,130.69849395752,966753.953846402,1395645.44214015,3314.75021117361,8.43163530305459
"208",0,3431,26.3308118184408,142.737889607747,978045.647524691,1393680.04764192,3758.40451062297,8.14060704285845
"209",0,1530,24.9223106929234,109.738975524902,955428.28466574,1384587.2268321,2734.94884315473,7.33302301438648
"210",0,11701,26.4973873138428,132.898236083984,979334.250494478,1386015.29484265,3521.45603484385,9.36742958721896
"211",1,8399,23.6204229990641,118.782890319824,1212696.22690117,1562945.98827802,2805.70211440569,9.03586793012563
"212",1,6872,23.1509065628052,120.956414540609,1207585.20535188,1558914.62328266,2800.25065120156,8.83521046366409
"213",0,1229,23.3455848693848,120.744499206543,1208935.37184706,1559306.00264439,2818.85095373771,7.11395610956603
"214",0,4921,23.8046569824219,111.972166442871,1199902.31717309,1568953.45995731,2665.4590137512,8.50126704086598
"215",0,1178,23.8038204193115,94.7996017456055,1176416.56746525,1546208.3750062,2256.59269577464,7.07157336421153
"216",0,2845,23.7775501675076,113.718944973416,1204795.47838222,1584797.82846931,2703.95791910143,7.95331834656043
"217",0,3472,23.334601835771,122.986182472923,1220279.20929246,1579582.24008954,2869.83359930713,8.15248607578024
"218",0,8121,23.2926703366366,128.042317130349,1228516.34352941,1590497.7308299,2982.4474820563,9.00220857828241
"219",1,721,21.6648026516563,111.434683950324,1242795.23037552,1567578.94923452,2414.21043633346,6.58063913728495
"220",0,1861,23.1038233041763,118.602032184601,1184474.39015254,1544392.52844595,2740.16039510925,7.52886925664225
"221",0,3010,23.7220272064209,94.0483818054199,1173673.45579191,1580493.14385085,2231.01827190803,8.00969535774292
"222",1,6945,22.4290503451699,118.475498400236,1227981.02680648,1570472.44370065,2657.292918288,8.84577725518844
"223",0,1041,23.899336381876,102.420732393878,1178841.75027625,1584628.76897009,2447.78753595939,6.94793706861497
"224",0,2796,21.6597531182425,129.022010258266,1203960.58726686,1536316.97330446,2794.5848890134,7.9359451033537
"225",0,446,23.4722064971924,113.613430786133,1184179.34378148,1566966.17758806,2666.75790826658,6.10031895202006
"226",1,239,20.9754474639893,144.793936157227,1196403.65994799,1525406.25547593,3037.11760097012,5.47646355193151
"227",0,755,21.1955630779266,118.794249534607,1228374.62156602,1557894.79392989,2517.91100930572,6.62671774924902
"228",0,5839,23.3730133904351,111.682332780626,1198126.35198413,1555456.0256359,2610.3526595566,8.67231482828354
"229",0,8523,23.9966037750244,107.835816192627,1187189.81498908,1582032.32637334,2587.69335393083,9.0505236705223
"230",0,2592,24.0367836952209,110.973833084106,1195954.70295216,1575963.90190119,2667.45402167222,7.86018505747217
"231",0,5838,23.9915167490641,108.492693583171,1193270.64209744,1580897.22101767,2602.90427525172,8.67214355141406
"232",0,1281,23.9709500797161,106.260961663171,1186423.11814129,1587594.88658836,2547.17620745049,7.15539630189673
"233",0,32,20.7752888997396,114.402722676595,1260849.34663731,1597970.35653506,2376.74961452305,3.46573590279973
"234",0,1386,23.6088006973267,105.033950805664,1186821.15101384,1550897.96413411,2479.72561102374,7.23417717974985
"235",0,208,23.6388339996338,117.618003845215,1215614.86211377,1560199.18006306,2780.35246826532,5.33753807970132
"236",0,2580,21.2343271255493,125.054065704346,1254385.67077441,1583216.82924341,2655.43893954601,7.85554467791566
"237",0,1773,23.9030838012695,118.19820098877,1208534.47661072,1575175.59530991,2825.30150339386,7.48042830607421
"238",1,739,19.6526635033744,137.479988098145,1234639.48562408,1550113.15897245,2701.84794454075,6.6052979209482
"239",0,80,21.1012732982635,124.802248954773,1247538.40777147,1592660.56343001,2633.48636343259,4.38202663467388
"240",0,903,23.6409784952799,108.798667907715,1192843.45441111,1551366.97013776,2572.10696832139,6.80572255341699
"241",0,196,20.4977105172173,121.007361334847,1261702.92233104,1574679.79507721,2480.373863094,5.27811465923052
"242",0,704,21.3400027751923,128.573064804077,1216378.45977539,1547212.12941686,2743.74955973398,6.55677835615804
"243",0,423,23.7329228719076,111.849662780762,1215640.43482044,1569775.80439192,2654.51942002469,6.04737217904628
"244",0,1994,25.3347117461363,124.928345992649,1073498.91693011,1483612.44606447,3165.02363464535,7.59789795052178
"245",0,1017,23.9464260737101,123.3125,1065165.67549281,1531629.43655489,2952.89366521438,6.92461239604856
"246",1,1033,24.4268788231744,88.3019061618381,1123250.58833467,1549878.60507109,2156.93996167053,6.94022246911964
"247",0,1048,24.5649406433105,107.712600708008,1096492.39033383,1528812.04828142,2645.95364292882,6.95463886488099
"248",0,245,22.7788618527926,140.388770470252,1038890.64313818,1520370.71571234,3197.89640822529,5.50125821054473
"249",0,1320,24.3125069141388,104.335686683655,1150075.03916335,1548759.03185831,2536.66210388778,7.18538701558042
"250",0,228,24.5096538543701,94.1064361572266,1144585.79042807,1526499.65244486,2306.516175682,5.42934562895444
"251",0,1036,23.1770839691162,134.003197479248,1043138.25827244,1533142.66790493,3105.80336010659,6.94312242281943
"252",0,127,23.6187408447266,110.430732727051,1065033.97976006,1568261.29991066,2608.23485757348,4.84418708645859
"253",1,6079,24.8644325549786,128.543485788199,1052929.76302543,1515472.68268701,3196.16083276251,8.71259548774872
